filename,center_x_mm,center_y_mm,semi_axes_a_mm,semi_axes_b_mm,angle_rad
000_HC.png,68.05621510829651,68.31989170211075,40.0136950741493,46.10152358388185,2.9104720826000294
001_HC.png,18.911978674317528,19.121029594605577,12.489267824820192,13.684291983552672,0.07140557396407243
002_HC.png,47.570169495539524,49.224921875258,29.648837876528717,34.47427259374362,2.983829653774589
003_HC.png,28.886024451833478,27.440006323898853,17.33855044353886,19.460612404485484,3.126154575066713
004_HC.png,55.89532494485803,58.33920935982755,32.52823337024327,38.67548410234358,0.012860514135209226
005_HC.png,33.97434602100464,33.50305243873858,20.712738308923267,25.507972813692835,0.052075156510975995
006_HC.png,39.993245378504604,39.22093162314346,24.316032624825517,29.328426166468233,2.9658660995897868
007_HC.png,40.290589444054525,39.357050569374344,25.74308714893709,30.461507698775694,3.092044541508869
008_HC.png,42.635279048793144,44.01321125549943,27.35048398432103,33.163733522127025,3.127241144791465
009_HC.png,98.53093703382032,97.44335774582397,64.3948960881424,66.93495675814175,0.02856651394603264
010_HC.png,34.84873641862289,33.81468108867683,19.315759172732314,23.36557181377417,3.044543601357889
011_HC.png,41.284155642610884,41.79489556050208,23.960715056188466,29.790531256065407,0.05257829005873001
012_HC.png,92.30534560529468,94.77146672356365,56.08912447498122,69.51361060760166,0.04973191596922093
013_HC.png,35.59648869644685,34.74859306752887,19.39252462944308,25.68240098639987,3.125278128751968
014_HC.png,39.28033905478838,38.19932244196861,24.06736239028483,27.628827802796316,0.0277253420321635
015_HC.png,65.59535373259915,76.28496613416415,33.30403972468835,44.83034733926579,0.01948277107339499
016_HC.png,26.084735619554817,25.68028000054346,16.812180925612733,19.251287877572004,3.0059645171747826
017_HC.png,36.727528085706034,35.73522884059511,22.293074308086226,28.310134573625728,3.0049610380760408
018_HC.png,42.866716273055026,42.494918415171085,24.31726727928289,31.541477479809714,0.09729814101761101
019_HC.png,29.514120073567643,28.837225216356412,16.892368033694314,20.409522239592356,0.06878669624949417
020_HC.png,16.982160191449474,17.53603297721618,9.658630109225168,11.84762319165169,0.0022662546403800824
021_HC.png,19.3497413494603,20.279483383064374,12.791247548034526,14.459209591234446,2.9481174625049538
022_HC.png,37.550557619507615,38.913459708993074,21.966726183976068,27.446949177961503,3.0971317118231383
023_HC.png,32.35470989079226,33.71215061441383,19.14105293413424,21.805023353845655,3.1329957032749083
024_HC.png,36.298173758444605,36.242401493867284,21.663329616192673,25.985964373250464,0.10307649318091841
025_HC.png,33.9608974114048,34.96670440940387,20.83924170958903,24.529874649126246,0.2868291405937728
026_HC.png,29.934398448058115,31.273975368556336,19.325543619610634,22.094948958741124,2.948430916565256
027_HC.png,51.40957640102324,54.4820509044826,31.403285496901834,37.73729200018803,3.060920177849113
028_HC.png,34.06849742046205,34.41211240092829,22.22971989070736,24.331642551476282,3.0364957948597784
029_HC.png,33.724119157775036,34.001388331676985,20.348539282253217,24.031534995166453,0.031220154235214844
030_HC.png,29.902735445892446,29.809746262451988,17.94647823183367,20.161588090685935,0.10665866955129197
031_HC.png,33.54962768106814,33.76670597103204,19.5854805670635,21.737705274607354,0.14212368618225454
032_HC.png,32.26677162151724,33.34878189694861,16.751583083650335,21.048322060750802,0.2921089240338821
033_HC.png,40.33726597056927,39.74633260013638,25.844009304562338,28.564333723542084,0.01415557088231463
034_HC.png,37.0334272643143,35.77489677014625,24.617340621152955,27.54858450619417,3.0951529831332096
035_HC.png,33.36418181344339,33.99572833101384,20.76242666122837,25.44924191460606,0.0344804605401225
036_HC.png,73.68739739051114,77.2391641037148,45.175292130597036,49.5411902273633,3.0201003099248145
037_HC.png,20.20122728887941,19.952504320945888,12.30259595556678,14.263546794827587,3.047581735529451
038_HC.png,33.64444491584716,32.42606281433005,17.667397107312823,21.051878755105957,3.0134786261904414
039_HC.png,55.21339254199528,54.64068674717804,35.67078030269521,40.76079374816718,0.15247860577745745
040_HC.png,35.898804838198714,37.1304832875109,23.2741873151176,26.538130972879085,0.05242656893919036
041_HC.png,34.01581195262074,33.917735780906604,19.668851124859852,23.87914604892592,0.04898521553383315
042_HC.png,50.713716904184444,50.13229446509086,32.397538329429935,39.059082712294554,0.07500656723202308
043_HC.png,49.528556628864,47.680149078887204,28.53728939907872,35.17146431386683,2.940934650728901
044_HC.png,26.206823509344794,28.01895363182353,14.98276556343416,17.72965037204665,3.1198008053380017
045_HC.png,18.459236128030188,17.77173131527551,10.97453484336627,13.226086937356618,0.31167370382409476
046_HC.png,33.90967725867046,34.855526710680664,20.07041827792256,23.640272399391353,3.109387845475792
047_HC.png,41.45163717833542,41.416336061060065,26.64947755571954,31.26514766880162,0.0075329742870601495
048_HC.png,53.07200076173844,52.296408057766754,34.29746149392266,40.43249870643353,0.10957255893562376
049_HC.png,34.25823351768022,34.86666399598174,19.88114813638971,23.60627800534693,2.9914564145043583
050_HC.png,65.49610443452006,63.01182103813861,38.562185775933344,44.23261705274474,2.948538508273295
051_HC.png,35.50206517602868,34.823704601436226,22.083144876200855,26.066627669411563,3.0756173649569334
052_HC.png,43.080705156063146,41.94916178305598,26.37767639293965,32.95536625716169,3.000900782678106
053_HC.png,31.206168434880187,30.95618526685399,19.88016828751832,23.016649517750906,3.105430920728152
054_HC.png,27.425507565125187,28.14600481525302,16.015507159017034,19.49281555769389,0.1363630939744666
055_HC.png,32.81496654142393,35.120107006708,17.965305885673995,20.024453186581233,0.003701354649674873
056_HC.png,32.28578703257575,33.14241500218428,19.81947401838258,22.50999626050558,3.063205702696619
057_HC.png,35.488406274764635,37.43554691457098,20.5837832370999,24.034365208860745,0.17971765043338328
058_HC.png,46.954866442044015,46.90824675045445,31.3421721361546,36.3663034125185,3.1357334328755098
059_HC.png,41.05171782230718,41.35737415880744,25.470792432294033,32.26247086566205,0.013257377152496074
060_HC.png,41.95514065803508,42.63760963828172,27.65970452852835,29.565269572817094,0.15084385763182592
061_HC.png,60.67266467899473,60.240789743588074,36.344648764214405,44.49504543229029,0.02210583910550093
062_HC.png,33.245770961138554,32.490990643822684,20.35952962656633,24.217490829659017,2.946017027353208
063_HC.png,32.732081232358524,32.12045082094404,19.624013816272555,23.07191430022502,3.091202982604404
064_HC.png,52.76380479624459,54.01634923729939,31.38809472227372,37.69067974224369,0.08578820013526234
065_HC.png,54.875351032347425,57.48482250614176,35.8376977650868,38.115697353014774,2.8099100545742015
066_HC.png,31.471777450431475,32.26333563431679,18.880268914535993,24.620495547897423,0.03447489078837395
067_HC.png,38.5112119400161,37.59863247931939,22.6088538981566,27.45213875123355,0.05886856004019948
068_HC.png,68.78643976796118,65.07695813218648,39.60228609567582,45.33561976970398,2.949865295128373
